2794,ALLENTOWN CITY SD,WILLIAM ALLEN SHS,S,11,All Students,527,4.36,17.46,28.46,49.72,
2794,ALLENTOWN CITY SD,WILLIAM ALLEN SHS,S,Total,All Students,527,4.36,17.46,28.46,49.72,50
2794,ALLENTOWN CITY SD,WILLIAM ALLEN SHS,S,11,Historically Underperforming,450,3.11,13.78,28.89,54.22,
2794,ALLENTOWN CITY SD,WILLIAM ALLEN SHS,S,Total,Historically Underperforming,450,3.11,13.78,28.89,54.22,
913,ALTOONA AREA SD,ALTOONA AREA HS,E,11,All Students,494,8.3,65.18,20.04,6.48,
913,ALTOONA AREA SD,ALTOONA AREA HS,E,Total,All Students,494,8.3,65.18,20.04,6.48,79
913,ALTOONA AREA SD,ALTOONA AREA HS,E,11,Historically Underperforming,281,4.27,57.3,28.47,9.96,
913,ALTOONA AREA SD,ALTOONA AREA HS,E,Total,Historically Underperforming,281,4.27,57.3,28.47,9.96,
913,ALTOONA AREA SD,ALTOONA AREA HS,M,11,All Students,496,15.52,54.03,24.4,6.05,
913,ALTOONA AREA SD,ALTOONA AREA HS,M,Total,All Students,496,15.52,54.03,24.4,6.05,50
913,ALTOONA AREA SD,ALTOONA AREA HS,M,11,Historically Underperforming,283,9.89,45.94,34.28,9.89,
913,ALTOONA AREA SD,ALTOONA AREA HS,M,Total,Historically Underperforming,283,9.89,45.94,34.28,9.89,
913,ALTOONA AREA SD,ALTOONA AREA HS,S,11,All Students,495,10.91,50.91,29.29,8.89,
913,ALTOONA AREA SD,ALTOONA AREA HS,S,Total,All Students,495,10.91,50.91,29.29,8.89,50
913,ALTOONA AREA SD,ALTOONA AREA HS,S,11,Historically Underperforming,282,7.09,41.84,37.23,13.83,
913,ALTOONA AREA SD,ALTOONA AREA HS,S,Total,Historically Underperforming,282,7.09,41.84,37.23,13.83,
7425,ALTOONA AREA SD,WM P KIMMEL ALT,E,11,All Students,5,IS,IS,IS,IS,
7425,ALTOONA AREA SD,WM P KIMMEL ALT,E,Total,All Students,5,IS,IS,IS,IS,IS
7425,ALTOONA AREA SD,WM P KIMMEL ALT,E,11,Historically Underperforming,4,IS,IS,IS,IS,
7425,ALTOONA AREA SD,WM P KIMMEL ALT,E,Total,Historically Underperforming,4,IS,IS,IS,IS,
7425,ALTOONA AREA SD,WM P KIMMEL ALT,M,11,All Students,5,IS,IS,IS,IS,
7425,ALTOONA AREA SD,WM P KIMMEL ALT,M,Total,All Students,5,IS,IS,IS,IS,IS
7425,ALTOONA AREA SD,WM P KIMMEL ALT,M,11,Historically Underperforming,4,IS,IS,IS,IS,
7425,ALTOONA AREA SD,WM P KIMMEL ALT,M,Total,Historically Underperforming,4,IS,IS,IS,IS,
7425,ALTOONA AREA SD,WM P KIMMEL ALT,S,11,All Students,5,IS,IS,IS,IS,
7425,ALTOONA AREA SD,WM P KIMMEL ALT,S,Total,All Students,5,IS,IS,IS,IS,IS
7425,ALTOONA AREA SD,WM P KIMMEL ALT,S,11,Historically Underperforming,4,IS,IS,IS,IS,
7425,ALTOONA AREA SD,WM P KIMMEL ALT,S,Total,Historically Underperforming,4,IS,IS,IS,IS,
6555,AMBRIDGE AREA SD,AMBRIDGE AREA HS,E,11,All Students,191,6.28,67.02,19.37,7.33,
6555,AMBRIDGE AREA SD,AMBRIDGE AREA HS,E,Total,All Students,191,6.28,67.02,19.37,7.33,50
6555,AMBRIDGE AREA SD,AMBRIDGE AREA HS,E,11,Historically Underperforming,94,4.26,58.51,26.6,10.64,
6555,AMBRIDGE AREA SD,AMBRIDGE AREA HS,E,Total,Historically Underperforming,94,4.26,58.51,26.6,10.64,
6555,AMBRIDGE AREA SD,AMBRIDGE AREA HS,M,11,All Students,194,8.76,47.42,34.54,9.28,
6555,AMBRIDGE AREA SD,AMBRIDGE AREA HS,M,Total,All Students,194,8.76,47.42,34.54,9.28,50
6555,AMBRIDGE AREA SD,AMBRIDGE AREA HS,M,11,Historically Underperforming,97,5.15,37.11,41.24,16.49,
6555,AMBRIDGE AREA SD,AMBRIDGE AREA HS,M,Total,Historically Underperforming,97,5.15,37.11,41.24,16.49,
6555,AMBRIDGE AREA SD,AMBRIDGE AREA HS,S,11,All Students,192,14.58,40.63,27.6,17.19,
6555,AMBRIDGE AREA SD,AMBRIDGE AREA HS,S,Total,All Students,192,14.58,40.63,27.6,17.19,50
6555,AMBRIDGE AREA SD,AMBRIDGE AREA HS,S,11,Historically Underperforming,94,8.51,31.91,32.98,26.6,
6555,AMBRIDGE AREA SD,AMBRIDGE AREA HS,S,Total,Historically Underperforming,94,8.51,31.91,32.98,26.6,
2725,ANNVILLE-CLEONA SD,ANNVILLE CLEONA HS,E,11,All Students,120,10,78.33,7.5,4.17,
